X1,X2,X3,Y
109.46190566443268,-169.9849108539774,1121.3564532615353,88.24345363663241
99.63797649536576,-108.49759061011865,556.4252517818741,65.88243586349924
91.28547248956856,-132.7695628532285,624.946993268424,66.71828247736545
86.39533891018304,-81.41960930493434,562.9034361664061,61.27031377843829
92.15895591518422,-171.19246154566213,822.9855312457261,80.65407629324679
65.56352228903259,-119.57306894405347,666.8353953329272,48.98461303119717
124.67947933243394,-192.70292499934484,942.8032598585753,89.4481176421648
72.65739071791795,-133.8347020035044,613.0400785818321,64.38793099104898
94.58953417183157,-157.58576009420096,849.4139296500452,75.19039096057098
90.64283887259111,-96.65174496600807,675.7588333432515,69.5062962452259
96.71018972349069,-165.76131475151428,1016.4740203108067,86.62107937044973
70.3743452560515,-117.19142793761134,569.480874531822,51.39859290502346
99.04632663761225,-109.09592184262445,853.354685086833,68.77582795986493
78.63817882359547,-135.83538804334245,655.8476504234677,68.15945645331584
112.26048563095645,-174.60329433665984,1159.6369945881258,83.33769442335438
64.13679112884476,-98.60841599188146,718.9468355120339,61.00108732685969
90.8223405451343,-119.92220163673954,800.7344717855271,70.27571792449564
63.5315667815028,-124.20641097674115,660.719137852875,63.221415820786284
106.94602077222294,-111.04298091269553,694.7312576816272,72.42213746715593
105.77605280142446,-142.0100027448037,738.3899343735668,77.82815213715823
78.9297528743898,-86.44681181307502,629.3704892262041,60.99380822787079
99.4621374793283,-146.29110174426344,804.1068847484416,83.44723709839614
119.85797009191776,-124.47785759551897,879.1371456619742,81.01590720592796
122.6452814999179,-140.84547893242538,733.817796197042,77.02494338901869
83.84742541250617,-170.0096348432715,910.5906485489855,81.00855949264411
98.83727809994906,-80.52219002119807,775.0093903590406,65.16272140825667
110.62123315037358,-140.0037994559238,679.1927014084401,70.77109774481352
85.23926908196863,-119.26357658559314,770.5204262909849,62.64230565740931
76.24119960393398,-139.85322239191453,707.5259092012446,69.32111920373984
110.31884336681402,-146.48872827959286,921.3648124077406,77.30355466738186
82.44411063223284,-116.54701638137229,725.9142013969915,65.08339248274692
81.41145943885388,-122.6776895587955,820.7034064229445,68.03246473144023
70.44199607429474,-109.77261268229029,592.6641086899164,65.12827299880401
88.8585200521027,-88.304710808468,658.975262895137,63.5479435850128
93.90275055714332,-122.87747839682109,822.4732103276032,65.28753869163181
86.17419871675439,-153.3118496752977,698.9764468398805,71.87335401081098
84.98027312855717,-132.02270162537855,450.46824501347845,60.82689651364722
83.39603644217527,-148.58726752754632,601.5706118853889,74.34415697817091
124.28018768961294,-191.51346295175102,699.074806188796,88.5980217710987
103.6787466771275,-133.55118305331087,639.0188240035898,79.42044160577336
88.87040330807083,-137.947431098178,699.3473141563859,70.08164447638386
80.80922135862694,-121.9933578123743,783.5861171579681,63.12371035915164
93.79145048357341,-119.52807340808477,638.0420748999803,64.52841706249163
124.11280684397154,-187.5681823744907,966.1922998328992,88.92454601027747
100.25282177448294,-148.3927274739213,752.9945372409596,72.5080775477603
86.81677188457093,-110.47739359118793,691.6391058531633,65.63004353430647
96.88051090398416,-126.72984684359241,762.3192880534912,73.90915484667465
127.89114633633298,-179.49132453211575,962.7450865670841,93.00255136478842
97.73964878208731,-105.88060597934158,813.5117074918248,73.20158952481628
109.36841206172738,-166.1662112736406,713.2920779708286,78.1720310970742
93.83985105016772,-144.5469980132765,883.6095439719809,75.00170319955828
60.94205684331486,-130.59406271374314,806.5378677849717,68.47750153506482
90.61043965447847,-157.95922862254375,619.455324699799,60.5748180197786
114.11007664454016,-95.1044742358724,796.1638180658247,68.50657277587122
95.86730190148405,-123.46008717832679,670.5585673355299,69.91105766625222
99.9736384947215,-161.3194069163032,769.5891466721629,77.86623191182197
102.83387663597756,-115.24767583857243,860.768561256665,80.38983413874504
104.23013671703912,-140.97592078973958,838.1817640998188,81.31102081303557
97.41555027519662,-131.5812887668652,746.1456912897276,74.8558732525426
92.1036274608442,-159.67462163376513,788.4125899220957,80.85141164270728
77.76484008360237,-117.62182138469363,626.5402254564337,64.45602059003348
98.31615147249177,-181.54321421230077,977.2820215784437,84.52868155233288
103.02799927424002,-129.80013949591853,630.8194770954009,77.12929820418009
86.22510916361108,-133.95080684292617,759.3599728273068,69.01907164897284
105.54360424826434,-140.18267689637509,787.2878431011403,76.88518146537497
90.51673635788127,-112.23003622845194,817.7533609488576,71.24428286978944
119.54142997236549,-149.62190421771442,925.0052628573685,83.31629387451427
115.69906072796059,-157.17578011373857,658.6146465451213,87.19816816422198
147.0738556398687,-169.27463571758688,1042.4293670202978,93.85575406533161
53.57049363568068,-119.49191816900094,641.1091606406072,58.03503664511862
67.31511517052245,-92.88687819204884,607.9198126591988,57.55886194570411
97.31806312836528,-98.69296722132168,661.1246943489485,66.95534137053549
124.64935427815126,-123.85880600595497,854.2446573902797,73.6003706944783
102.02712081359417,-135.05345157996837,811.6393116979931,80.76168921116225
98.10764711565227,-153.558632129475,962.0680689575698,75.15634947241605
64.64253670307131,-110.10974142195595,597.6174500733475,51.777987841759966
104.83563018219215,-151.28141395619443,924.8534510915003,68.93795987371628
100.9566532723217,-128.46737370278524,771.8583520060356,80.27974642607246
104.31250363599919,-141.7608078631099,618.508025672218,74.30094735364383
99.72645205004663,-124.49871511537918,904.7064878009234,79.62011180312025
75.99037100932287,-142.03307114791428,813.9419111773904,69.7767185738964
94.5036447294927,-136.78714307088626,740.0569621789168,69.99241931070003
101.71374747150973,-135.2239867056578,634.1567355489832,73.86561390988284
113.69816328596784,-125.82267394812497,759.3257306643724,76.10051647208256
94.81216686226313,-136.00974642265464,836.348784793093,73.9829972012677
87.95515297309834,-132.07648624108717,753.2614554436186,73.19008645807459
91.2658337050127,-120.64274508909045,676.4918637976494,65.2933771371097
101.17732103136228,-137.4208328648889,781.2900199934198,75.7756378632092
98.31498322093586,-153.8902156459033,683.7011484605531,73.21821270991437
107.33464602441545,-152.92316262255642,827.1239635979457,83.2948390791192
122.41556851012919,-158.59387843293746,751.1782615844871,83.98917879901506
100.15863884869385,-137.69361036736677,942.1133843722964,73.85156417483944
110.52773429644606,-118.3133386690022,674.0985047994227,68.24715049909886
97.98348484669887,-132.66251997553934,735.1609697653496,65.61269592545777
106.58255034164485,-142.5610585118513,707.2595431934419,76.23494354064113
75.80263517564046,-139.6398479007812,840.0654396522239,72.77340068348559
95.96484387133985,-120.12534929038974,547.1690784808621,68.56146324428924
98.90405533708147,-121.27689330842853,848.2615841187252,72.43596856834247
94.77685803053319,-137.51295859062247,689.3361071131737,65.7999915605187
114.57826550895618,-136.6557365783888,1028.0260223380244,78.98032034072219
