,X1,X2,X3,age
0,8.248690727326483,4.658614305642005,3.5991218082110734,121.11063578194097
1,3.7764871726998495,9.673523114416497,4.824005618450408,37.06306532729619
2,3.9436564954730886,7.2104749253724005,3.43769456898091,39.38775516053288
3,2.854062755687659,7.780735569711201,5.954878075009034,49.48212707819979
4,6.730815258649357,2.7152644627768745,2.668048333482752,68.28917845113065
5,0.39692260623943465,6.508147299176004,2.2393114396012166,38.92446135685922
6,8.48962352843296,8.221669353288824,2.3492787341758996,78.6898388927897
7,3.4775861982097944,3.1388981945761962,3.1094444158369514,39.13694278848938
8,5.638078192114197,5.201344481989134,2.880884601440272,72.2774104310302
9,4.50125924904518,6.097843640080075,5.9560789037036415,68.56379361584779
10,7.924215874089948,1.8806480392597331,3.673500501921816,107.7522653991634
11,0.8797185810046919,6.945478176126875,2.657324210622564,25.92986976055133
12,4.355165591972985,8.5384819427551,5.114382976779792,88.04959755282114
13,4.231891290663169,3.421452177504041,3.4134760611784074,47.82132298993329
14,7.267538884670875,7.051637935992322,2.763146623458603,118.65670281462394
15,2.8002174653719383,2.0631497662877045,4.8758389276492995,71.71407075338405
16,4.655143584899129,5.883913472201846,4.623362176578032,78.16283490841595
17,3.2442831641572565,1.152682935890116,3.5650433170447724,52.55410219961115
18,5.0844274934311855,9.364253124706991,5.407540000241228,63.687530037655904
19,6.165630427431644,7.226701613810484,4.129101579710725,62.11462427897462
20,2.7987616455741575,5.9261491323726645,5.6169495988573,59.35988093157015
21,7.289447419679228,3.6745151424925213,4.502740881999904,78.7039444885436
22,6.8031814411855915,9.82126779047633,5.5588055406198595,93.31476374769359
23,6.004988677803737,11.901305247764205,4.109402696425428,56.6223642683593
24,6.801711898528824,0.4260544066597438,2.7802556030209673,85.5459261183237
25,3.6325442816513336,9.708492091358462,6.449368649061397,85.28863691621383
26,4.754219548962704,10.88295225944672,3.4542258320174324,44.197003177360116
27,3.1284611314818624,7.014035089723428,3.801162137111103,66.3132420753407
28,4.464223840747968,2.4021959029944417,3.299601495078745,56.13927774733652
29,6.060710933476372,8.590035952632064,3.7966055510354417,87.59781421478581
30,3.616678496549382,5.457239093765549,4.2426694410817944,63.990039616652425
31,4.206492946288045,4.188238116620228,4.201830178874004,79.91327170953255
32,3.625654599760801,2.3098255929991147,4.661020287598693,49.028276572931595
33,3.309588717002561,7.651612487928646,5.792158208975567,63.560453118208
34,3.6575077383263617,8.378420597758044,3.8795354282114927,73.68936364340883
35,4.974670802162198,4.129407810960625,2.766879264553573,48.53244000754185
36,2.7653793027294444,7.5617290112201125,2.8176818734903666,6.544742013326456
37,5.468831395634185,2.5669758311305717,3.3342454818008735,38.71880146620306
38,8.319604354219742,8.405583095614034,2.325804192381068,39.161075487051534
39,6.484088321154671,6.139701895272436,4.825029824438986,52.62078444072442
40,4.61632889527677,5.4402906842779535,3.501786436368922,53.330044521060344
41,3.2247420718303275,5.694762382412565,3.6890150216971493,68.79321560843309
42,3.5056834124983247,8.606658471017603,3.998108517161996,44.79023777356737
43,8.384909202055493,8.251234919595024,2.603379575404568,84.50798560410693
44,5.101615509552058,7.588395973058128,3.138683639223958,56.684124864695896
45,3.7260087068612933,6.413103629992158,4.6747115256879725,60.92089241194234
46,5.381830969334932,6.233463383738118,4.618539130786293,71.24651482106096
47,9.200510272957684,7.855140785995573,3.556828069299362,91.59086078744095
48,5.240317904963258,6.697483677536214,5.810534914125457,88.62680037482876
49,6.234406219414838,8.047654220593454,2.6942730774422623,45.74204008264361
50,5.600340639911655,5.06964967944582,3.6550127898450206,84.12508541862846
51,4.295500307012963,-1.3045132923214169,3.7691602568645304,79.62206680205782
52,2.7149636039557197,9.116473805578241,1.2069149998534598,19.332694911756676
53,4.301314555174245,12.560938940922773,5.93752881361608,81.43070937288255
54,4.582211533250444,7.324093330705747,4.366332014540058,53.744088657760614
55,6.173246382364395,5.699534300149501,2.955410618092208,59.27137634537325
56,6.67796682774901,5.590665768311901,6.051173442857444,98.58641415059098
57,6.862204162607115,5.6428374366755705,4.585662000172382,83.08677648928749
58,5.571174650508517,6.052228224900014,4.429526140021965,67.22230760926949
59,6.770282328541456,2.633943813759335,3.393001601799954,68.585607047173
60,3.4912041180066944,4.4487166262393165,4.106222724035217,47.968277283305326
61,7.505736310466576,3.008919517049211,2.4743196837706423,90.91905959979586
62,6.025859640836018,6.746397484163311,4.795026094424845,50.6708373128983
63,4.403814329794569,5.110076542887412,3.6255616811567792,64.41234701026337
64,5.977036293074994,7.485633971933881,4.134048196554623,69.85648766790825
65,4.848856573957889,5.475890520772497,5.202054862199706,85.84860346848299
66,7.263258774902853,8.959005563463727,4.284748110849058,91.15115372714206
67,8.039633632844398,6.640601704006325,4.262467445463269,50.03818990766116
68,9.371150813066322,12.5720991869092,4.276499304822184,105.37880091336024
69,2.2070073290237247,0.310917231326723,3.2667283961046873,48.34308222142688
70,2.111772389140821,4.059249935235276,4.836004719434269,51.850909482763726
71,3.9910682741070973,8.704460674946134,5.5433591108044835,60.54085116017814
72,5.320074138895661,13.584977120419193,4.758805660097931,79.84527960086388
73,6.75233784223245,5.25409566685362,4.884908814464883,81.64843794105956
74,5.631269894483211,6.131006979535167,3.1227184810818116,91.42166442473031
75,0.9555975683519939,5.321057272459185,3.1322127771270742,35.84716832378807
76,4.387591974743256,9.994371337762775,2.55912397570816,77.64677727744079
77,6.655949285214493,5.138076409571943,5.2322530708284365,78.18453248496796
78,5.460189470728767,8.040209519634313,3.7458201323926317,39.26898270184411
